Q9GZY0	P11182
Q8TF50	Q9NU02
P22087	O15529
Q96RJ0	Q9Y672
Q9NTM9	O00592
P84101	Q8WWZ8
P80294	Q8NFZ0
Q6ZVM7	O43559
Q8IXS6	B0YJ81
Q5TCH4	Q5W188
Q9HBF4	Q16558
P59551	P50613
P01613	Q12913
Q6ZNL6	Q9NRD5
P54802	Q9BQG2
Q9NVH2	Q9NNZ3
P00558	Q9UHB6
Q9Y3M9	P0C7H9
Q9NRN5	Q9BQD1
Q9P2W1	P43630
P04259	O15232
P11586	O75319
Q9NQ86	O15066
Q86WX3	Q9BV20
Q96CW6	Q92681
O76076	Q9NYW4
P26358	Q86XF0
Q13007	P43116
Q9NX74	P01605
Q8WTW3	Q9Y3V2
O75190	P99999
Q9BRB3	P02008
Q9BST9	Q9Y228
Q6ZV56	Q5TFG8
Q9H7B4	P20648
P01763	Q14714
Q9NQA5	Q9H720
B0YJ81	Q7Z5L7
O75794	Q9NZM1
Q15063	O14523
Q86V48	P86791
Q9NXB0	Q86YR6
Q8N428	Q9Y4X5
Q8N5Z5	P27824
A8MYP8	P51810
P42773	O94778
Q9H1H1	Q9NXF7
Q969S6	P51168
Q9UGU5	P04424
Q8WUR7	Q4KMZ8
Q13562	Q96GW7
Q9NVR5	Q13867
Q00796	Q9H607
Q9NPH0	Q5T0F9
Q9BW85	Q9H2A7
Q15154	P04275
Q13217	O95786
P0CG13	Q9UJY4
P01570	P0C7Q6
P53367	Q9BWH6
P23743	Q13131
Q9UIH9	Q9UJF2
B1AL88	Q96DW6
P69208	Q8N8U3
Q86X45	O75410
Q13889	Q9BYJ4
Q02643	Q9UHY1
Q14353	Q00889
Q13011	Q8N8L2
O00303	Q9UK39
P15976	O60645
Q15915	Q86SQ9
Q86VY9	Q9H672
Q9Y6M0	P55085
Q6ZUT9	Q9H2U2
Q6UXR4	O14910
Q8WU76	A6NCM1
Q9Y2I6	Q9H903
Q7Z7H3	Q9NZV5
Q68G74	P63092
Q5T230	P59551
Q96EX3	Q6IQ26
Q9Y5Y5	Q969X6
O95400	Q9BZM3
Q63HM9	O60814
Q9NQ39	O75131
P13746	Q96R45
Q13643	Q9H5Q4
Q8IVB4	P34995
Q9H3R0	Q13449
Q0VAA5	P80217
Q969N4	P01765
O15235	Q9NPF8
P17568	Q16763
P35368	Q9H7Y0
Q9UH17	Q9BVC6
A6NEY3	Q13077
Q13231	Q6ZN68
P35237	A8MXZ3
Q9H0H0	Q9NP90
A6NHY6	Q14161
Q9UID6	Q9Y2X9
Q14493	Q9P2I0
O00755	P36896
Q7L513	P39086
Q969T3	Q9H3S7
Q9BZ29	Q5VSL9
Q92843	P04075
Q9GZN4	O95347
Q96FQ7	Q9NS15
Q8WUF8	P60411
Q9UHB6	Q0D2H9
P20930	P01024
Q9UN81	Q08AG7
O95170	Q9BQ31
Q9Y223	Q9H2G9
P12271	Q9HCI5
P49758	Q9NYZ3
P83110	Q96PQ6
P83916	O75340
Q96GX8	Q8IYP2
Q8N4N3	Q14590
Q8IV61	Q8N5Z5
P06318	Q9UKT7
Q9H741	Q14155
Q8NFJ6	Q13029
P38919	P49757
Q6PF18	Q9UBD0
O15085	Q5TG53
P57078	Q6GPH4
P29372	Q17RR3
P17031	Q86TM6
Q01449	Q8NGM9
P53004	Q9P0K8
Q14139	Q8N6N6
P29016	Q6QHC5
Q9UBC2	Q9UMX3
Q96SI1	Q12799
P62993	Q8NHK3
Q5VVB8	P22392
Q9UJG1	Q16254
Q8TEA1	O14977
Q8NHZ7	O43929
Q6UB99	Q15119
Q8IV56	P60763
Q86UE4	P62308
Q15506	Q14773
Q14678	O14490
Q8TBE1	O60331
Q96EY5	Q32NC0
Q8N769	Q07617
Q8IZC7	A8MYA2
Q8IVL8	Q8N6S5
P53370	Q9H2Y9
A6NKH3	E9PAV3
Q2M3X9	Q7Z7L8
P09912	Q9HBM1
Q9BTX3	Q7Z7A1
P61018	Q49SQ1
P43629	Q99570
Q15583	Q96LZ3
P34949	Q6L8G5
Q8TCE6	P04234
Q8NBR9	Q9HCL2
Q96QS3	Q07001
Q15293	Q9BVC6
Q70EK9	Q6UX40
Q8TD94	Q68CZ6
Q96KN1	Q07666
Q7Z3T1	Q9ULJ6
Q8NGN7	Q99996
Q96J77	Q6ZN84
P18206	P34059
P51636	Q9NVI7
Q9HC98	Q96IQ7
Q9HCE3	A8MTJ6
Q12893	Q8NFM4
Q6UWJ8	Q96RY7
P56279	Q5T7P8
O14562	O76062
Q13003	Q5TA81
Q9HAV0	A8MT82
Q9H343	O94919
O60884	Q96A22
Q9H2U2	Q9UDY4
O15529	Q96L92
Q96P09	P00451
Q96SY0	P17032
Q92565	P07737
Q03933	Q96KV7
P06727	Q86YN6
P84022	Q01101
O43897	Q6PDA7
Q96B49	Q9H171
P61587	Q96DN2
Q7L4E1	Q9Y4W2
Q9BXC1	Q8TF30
P20592	O95067
O75533	P01604
Q9NQH7	P16442
O75607	P32971
A1L443	Q9BPW9
Q92928	O95988
Q9BS26	Q9BZG1
Q6ZV77	P85037
Q96SE7	O75461
Q9P2H0	P31785
Q15075	Q8IXK2
Q7Z3V4	Q8N9P6
Q01543	A2A288
Q96LT7	Q9HD89
Q5VXJ0	O00585
O43432	Q8NBK3
Q58HT5	Q13829
Q99436	Q08397
Q9NS62	Q5W150
Q9UHD4	P52429
Q969L2	Q00839
P01591	Q9BV68
Q8N3J5	Q96F10
P46439	Q8N6I1
Q8NH16	Q8ND76
Q8WYQ5	A6NM62
Q9NXF7	O75808
Q96I99	Q9NRP0
Q9P1A6	O75493
A6NIU2	Q92917
P16591	Q9NVS9
Q8N8Y2	Q8IWL8
Q0P6D2	Q8IWU9
Q8N2M8	Q4G0W2
P43366	Q9P273
P68363	Q9Y5H4
P48553	Q5T1J6
Q13277	Q9HBM6
Q8NGA1	Q8N5Z0
P23258	Q9P278
Q8WU08	Q12952
Q6ZVH6	Q9H606
Q8N6I4	Q96RK0
Q5BKY9	Q14938
Q8IUC2	P35527
Q8IWE4	Q8TA94
Q9Y2L8	Q8TDU6
P0C6A0	Q86VK4
Q7L4E1	Q9H374
Q8IZL9	O94983
P84101	Q12841
Q9Y5A6	P36955
Q96MF0	P51522
P15538	Q9NY30
O95810	Q9H8U3
O95376	Q8IYR2
P63092	P11277
Q9H3Y6	Q5T2P8
P60002	Q5UIP0
Q6ZR37	Q9UL49
O95347	P34903
Q9H2X8	P68104
Q8N884	P18124
A8MT82	Q8N567
O94811	Q16515
P35410	P35858
Q07617	Q8N268
Q9H9C1	Q96RC9
Q9H4D5	Q8N300
A6NE52	Q9NY57
P03999	O75528
P04234	Q0VDI3
Q5T5S1	Q6ZV77
P01699	A8MUA0
P01600	A2RU67
Q9Y239	Q8N693
P16949	Q8NDD1
Q96AT9	P61925
Q2UY09	O75084
A0AVI4	A6NF89
O75037	Q14693
Q8TB37	Q00610
P09016	P41214
Q8NEG5	Q9NTX9
O95416	P01703
O95206	Q9Y3Q3
P84085	Q14943
Q504Y2	O00308
Q92526	O75380
P20591	P62244
Q15465	O60313
Q8WV37	Q92567
Q9NV39	P49641
Q9NZL6	Q7Z5J4
Q96HC4	Q75WM6
Q9H9L4	P51854
Q8N111	Q8TE57
P18405	A6NL08
Q32P28	P62685
P48634	Q96GC9
O00110	O95863
P59665	Q9BWJ5
Q14703	P09105
P09238	Q96KK3
Q9Y581	Q9Y366
Q9P0J6	P60891
Q8IUR7	O15239
Q14773	Q8TCJ2
Q14644	Q8N9U9
Q6P4R8	Q8IWV8
Q9Y2K3	P78385
Q5JUQ0	Q96T25
Q9UKZ1	Q8NC69
P83881	P78334
Q6ZN06	O95466
Q5H8A4	Q99567
P12268	Q9UL68
Q9NS87	Q07444
O00410	Q9H6D3
Q8N0V4	O75607
P50548	Q7Z417
P08887	Q8NET6
Q9Y6M0	Q02388
Q9H0U4	Q7Z7H5
Q86SG7	Q8N7R0
P05546	Q86X60
Q17RG1	Q8IYJ2
P15391	O43172
P60228	P33402
P52798	Q96FZ5
P48723	A8MXD5
Q9BRV3	Q14112
Q9NQW5	Q9Y6R9
Q9H2M3	Q8IWS0
O60829	O95013
P0CG04	Q02161
Q8N8J7	C9JQL5
Q96LW2	Q9Y2H8
Q16576	P30460
Q96BM1	P46379
P61570	Q9BR01
P08922	Q5TBA9
Q6ZSG1	O60315
Q9Y5F1	Q9P296
Q9C026	Q6T310
Q9UJW3	P99999
Q9H3P2	P60903
P04080	P00739
Q96GD3	P06734
Q8IYL3	Q14186
Q99853	Q495Y8
Q4KMP7	Q9P2J8
Q9BWK5	P59089
Q9H4B6	Q14749
Q13901	Q5SW96
Q53S33	Q8IXL9
O95571	Q9P016
Q16881	Q7Z4S9
O43511	Q03112
Q8TBE0	P78415
Q6UXB0	P31146
Q8N4S9	Q9Y235
P50914	Q2M3V2
Q13287	Q92482
Q15569	P78337
Q14894	Q96RT1
Q3ZLR7	Q6P1N0
Q8NDC4	Q92794
P21757	P59780
Q13015	Q8IY67
P14868	Q16878
O75528	Q8N165
Q9UJX3	Q96JF6
Q504Y3	Q9UJ90
P42765	Q99963
O95399	Q9Y6N8
Q9UJM8	P01612
P80723	Q86UW9
Q9BX59	Q00444
Q969V1	Q8TE59
Q13319	P13686
Q9BXT2	B1ANS9
P80419	Q0ZLH3
Q49B96	Q9Y3Q8
Q8IUI8	Q9Y471
O15466	Q1L5Z9
Q8NER1	Q8NA31
Q9Y2T3	O75473
Q7L3B6	P29353
Q8NHW3	O60739
Q9H1C4	Q96AE7
Q8NBI3	Q9UBT2
Q00597	P62253
O14815	Q9UMY4
A0A183	Q15743
Q8N4T8	Q9H444
O43395	Q6ZQV5
A0MZ66	O75604
Q9BYG8	P23634
Q14624	Q92982
P40145	P0CE71
Q8NFZ6	Q15022
Q969Q5	Q9H4D0
Q9H0Q3	O75167
Q8NHM5	Q8N103
P21964	Q96MF4
Q9UQF0	P0C842
Q96NB2	Q7Z5H5
Q8NBL3	Q8TD30
P42766	O00115
Q9H4B0	Q9H1H9
Q9UJ90	Q92544
Q9UKV0	Q6E213
Q13395	Q9H987
Q8WYA6	P58166
Q14190	Q8IYB3
Q6ZNK6	Q9UGB7
Q3T8J9	P08621
Q8N5P1	O43182
Q9HC36	P05413
Q96J87	Q16613
Q9Y6G9	Q14954
Q8N4P6	Q16696
Q969W9	O43504
A6NEK1	Q8NGK2
Q8N490	Q96P64
Q86WC6	Q8N9H9
A0PG75	P29803
Q9BSF4	Q8WUB8
Q9NUD5	E7ETH6
Q29718	P28358
Q86X52	Q6UXC1
Q13619	P48448
P39905	Q9Y613
O43295	Q494X1
Q70J99	Q12879
O14525	O60669
Q9H4W6	O95399
Q5VTJ3	Q96RG2
A6NJ69	O75635
P57771	P35663
P61572	Q6NTE8
Q96JJ6	P35520
Q96A37	Q2KHT3
Q2WGJ9	Q8NGC1
Q8IZS7	Q8WZ69
Q9C0J8	P51813
Q5T7R7	Q96DR8
Q5SZL2	Q9UBL6
Q8NDT2	Q53EL6
Q92624	Q8IWR0
P02812	P84077
Q8N2C7	P11166
Q8N4L4	Q5TEC3
P63136	Q711Q0
P78562	Q96EY9
O95936	P19838
Q8WZ94	P12829
Q5JPH6	Q9H920
Q11201	Q8NHW3
O95500	Q9BW83
P30989	Q8N6P7
Q1A5X7	P54219
Q06141	P01185
Q02080	O43159
Q9Y2Y1	Q8WXS3
Q9NVA2	Q9C093
O95302	P01270
Q96C28	Q13530
Q8TD57	Q15287
Q6UWN0	Q9NPG3
Q9HCJ2	Q9BYE4
Q92562	Q5T7P8
Q8NB59	P61758
Q9ULV0	Q8IWN7
Q96MV1	P16591
P51671	Q7Z7L7
Q13136	Q9H1R3
Q9Y4C8	Q9UJT9
Q9UMR5	Q9P104
Q6UVK1	Q9UP65
P83110	Q9Y265
Q8N5G0	O00142
Q13127	P04040
Q8N4F4	Q96FN4
Q9NR45	Q8NGF1
Q14515	P55291
O95159	P34913
P54750	Q9H7X7
Q9NRB3	A0AV02
Q8N2K1	O43741
O60343	Q96JJ3
Q6L8H4	Q92879
Q7Z434	P78508
P55087	P20020
Q86YW5	Q8IYF3
Q9NVV0	P35227
Q8WZ74	P19883
Q8TBN0	Q96NC0
Q9P0K1	Q6PJE2
Q14994	Q96AP7
O94915	Q8NC51
A6NCI5	O95772
Q8IUC0	Q1KMD3
Q9P0M9	Q93098
Q9BYE3	Q6IEG0
Q8NGR5	Q6UX07
Q9H0C3	Q8IUH2
Q9BSA4	Q9UI42
Q9HD90	Q9Y272
Q8NBF2	P28067
Q9BU19	Q9BW71
P35498	P78543
A6NFH5	P03952
P58401	Q96DB2
Q3KQV3	Q15334
Q5JQS5	Q86UF4
O75711	Q8NCL4
Q9NYR8	Q9BVV8
P15407	O60512
Q9HAT0	O00160
Q99832	Q8N5C8
Q9H5V9	A6NF83
P07204	Q9H2K0
P56945	Q7RTX1
Q8IXZ2	O00410
O95522	Q49AM1
P43166	P00491
Q9HBH9	Q96M27
Q9Y296	O75635
Q9BWV7	O75820
Q8NHC8	Q9HAP6
Q6ZNJ1	Q8NBF2
Q8N2U0	P01720
Q8N6G6	Q9P2F8
Q8N972	P58215
O95104	Q9UIF8
Q8IX29	Q96FE7
P09429	Q9BRT6
A0AV96	Q8IYI8
P01708	O94823
Q9HAT8	A2RUS2
Q9H0E3	P0C841
Q8ND94	Q96A05
Q7Z3D4	Q06250
Q9NPA2	Q8WYL5
P35670	P63128
A6NNW6	Q14209
Q9H0A9	P17029
Q86WS3	B1ANY3
Q9H8W3	Q14055
Q99457	Q5T8A7
P13945	Q6IF00
Q96PX8	P53803
Q14686	Q8N6G2
Q8N264	P15248
P50876	Q9H741
Q5VW36	Q92731
Q96Q15	Q9NRW4
Q9Y581	Q8NBF1
P09488	Q3B7I2
Q96PU5	Q8WYK0
Q96MT7	Q9P219
Q14093	Q16778
Q59H18	Q7Z591
Q9UBZ4	P0DKB6
C9JH25	P11217
Q86V20	Q1ZZU3
Q9NYF0	Q05655
Q29865	Q9HCG8
Q9NYJ1	Q9H479
Q13507	P01275
P49281	P43026
Q14686	Q76B58
O00300	Q9Y4P1
Q8IYF3	Q7L8S5
Q5SRE5	Q9BVK8
Q9NWQ8	Q8WWH4
Q5U5Z8	Q9Y328
Q496M5	Q8IV77
Q03060	Q5TA81
P51970	P41732
Q6NS38	Q96MT7
P30613	B2RN74
P60827	Q8N357
Q96ES7	A6NFC9
Q13368	Q9UK00
Q9UJU3	Q9H3K6
Q15139	Q86SX6
Q8NGA6	O75879
Q9HAQ2	P01036
Q9H0Z9	C9JG80
P09565	Q9UI47
Q9NPH9	Q9Y5M6
Q9BSE2	O75364
Q96DA2	Q9C010
Q9H5F2	Q96FX7
Q6UWW8	Q9BQG2
Q96KG7	P03989
Q9H714	Q9HC62
Q8NGB9	Q92887
P49069	Q6UXP9
P22792	O60610
O43613	Q9GZP7
Q13219	Q7Z7C7
O43676	O15392
Q15291	Q9UK58
O15382	O75161
Q5VT40	P0DKB5
Q5JWR5	P61236
O43293	P0CG20
Q5R372	Q8N6M8
Q8IU99	A6NNN8
Q9Y5Y5	Q9NP80
O00519	P21452
Q7Z5L7	Q6ZTQ3
Q8NGC4	O43583
P40692	Q15622
Q6ZQV5	Q8N4L2
P00558	O43303
Q9H2A7	Q9NPH2
P20827	Q9HCM4
Q5VVW2	Q69384
Q9H1K4	Q8TD20
Q9H2Z4	P20132
Q13428	Q99594
Q04864	Q9UPG8
O95747	Q96AX1
P61421	Q9H1J1
P16401	P20292
Q9NUI1	O15522
Q969X1	Q3SY77
Q9UQ03	Q8N3Y3
Q15072	Q9BRQ0
Q8N5Z0	P06729
P0C880	A6NCQ9
Q9BXS0	Q16778
Q6VMQ6	Q9NQF3
Q9Y2Q5	Q96AT9
P20674	Q5VST9
Q96RL7	Q9NQV6
Q49A88	Q9Y4F9
Q8IZ63	Q9H8W2
P51513	Q15155
O95436	A6NKB5
P30613	Q71RC9
Q9Y5H3	Q86TM6
Q16633	O00468
Q969I3	Q92613
O15260	Q9NX76
Q5JRV8	Q9C0B7
Q96RK4	Q8TD20
Q400G9	Q8TBH0
P26951	Q9UHC9
Q9H0I2	O95427
O60287	O43913
Q9BYC2	Q9H361
Q01518	P43487
Q9Y2H5	Q7Z6L0
Q31610	Q96H40
Q9BTP6	Q9P0N8
Q99417	Q8N2C9
Q6P1K1	H3BMG3
O75074	Q03112
Q8TAV0	Q86TX2
Q15399	Q8NGF8
P02741	Q9ULR0
Q6ZMY6	Q75NE6
Q9H974	Q9HDB8
Q7Z4P5	O14497
Q9UKQ2	P48378
Q13322	Q8IX04
Q8NCR0	P63135
P55145	Q6P1Q0
Q9BUB7	Q7LBC6
Q8N7B6	Q86Y38
P49711	Q96LA5
Q6BAA4	Q8N7C3
O94888	Q9Y478
Q5BJH2	Q8N3H0
P50151	Q8N841
P55210	P23468
P21912	Q8N1H7
Q03923	Q9Y6W3
P69891	A6NJU9
Q9H4K7	Q9HA72
A6NIL9	O15354
Q9Y6I3	Q8NHY3
P28566	Q6NZ63
Q9NVC6	A2RU30
Q96MY1	Q8NBJ4
O15514	Q9UHX1
P00797	P63128
Q6W349	A6NGG3
Q8WXB4	P52741
Q63ZY6	O60610
Q8NHZ8	Q5SXM8
P05231	P32239
Q8N1L4	Q9BQI7
Q8N490	P07737
P20671	Q8N6V4
Q13442	Q96DH6
Q9P0K1	O95718
Q86WN2	P24855
Q504Q3	P09234
Q9UG56	Q16384
Q96K75	Q6QAJ8
Q6NUI2	Q9Y2X7
Q8TEH3	Q9Y2D0
Q86XU0	O43731
Q9BYW2	Q96HA1
Q9Y698	Q8IW52
Q9UQC9	A6NFE2
Q8NGR8	Q13077
P48547	Q5TA76
Q7RTS9	Q96Q42
Q2T9J0	Q6P1J6
Q5VTH2	P17021
Q96QZ7	Q9NPF5
O00534	Q16864
Q9GZL7	P18621
P40238	Q86TI2
Q9BV97	Q99496
Q6WKZ4	Q96RL7
Q9P2U7	Q9BXW4
Q9Y2N7	Q92769
B4E2M5	Q9NPC6
A6NLX3	Q8WWY6
Q9NVU7	Q9BR10
Q15648	Q92764
P17030	P22570
Q86VR8	Q8TCG1
Q8NGF7	Q5U5X8
Q96JQ5	Q6NVV0
Q96FC7	P11166
A6NNL5	P61927
O00410	Q32MK0
O00757	P01563
P08861	Q9P2W7
Q5T7W0	Q9UKB1
Q9Y5P6	Q9H061
Q70UQ0	Q96R05
Q86UT5	P42768
P35754	Q96HW7
Q6TGC4	Q6UWQ7
Q29718	Q5TH69
Q96M02	Q9UKI2
O60911	Q8WWT9
Q9C000	Q6ZMY9
O95447	Q86UL8
Q96M63	Q4G0S7
P14679	Q9P267
P20800	Q9NX36
Q96L21	Q7L3V2
Q6FIF0	Q5BJH2
Q9Y2I1	Q86T90
Q8N1E6	Q96EK9
Q96BT7	P01730
P56645	Q9NQX6
Q9BXS1	Q93038
Q9NQ55	Q5HY92
P54619	O96009
Q13630	O15212
A6NGY3	Q8N9P6
Q9UNZ5	Q2TAL8
Q9UKA1	Q5PT55
P45985	P46527
P03999	Q9BXB5
Q53LP3	Q96NI6
P0CG36	Q9NYS7
Q9BY27	P31483
P0C7H8	Q8NGR8
Q96AC1	O95749
Q9H6K1	Q86WD7
Q5PR19	Q8TC36
P29279	Q96MS0
Q6IC98	O75400
P26583	P22090
Q9BY67	P01713
Q9Y574	Q8NBI6
Q6ZU64	Q16254
Q9NRF8	Q9NUT2
Q9Y5Z4	Q9H0C5
Q9HCB6	P06493
Q13542	Q8TBC3
P38567	Q15007
Q5T0B9	Q9BZD3
Q9Y243	Q8NGL4
B5MCN3	A4IF30
Q9BQ13	Q92540
P0CG00	P0CE72
P78413	Q7Z7L9
Q6DKI2	Q08211
Q5TG30	A8MWL7
Q5T7P3	Q4U2R6
Q8N1I8	Q8WWK9
Q96I24	O95196
Q14542	Q9NR63
Q8NE01	B4E2M5
Q5SY68	Q9HBH1
Q96KN3	Q15393
A6NDY0	P50151
Q6ZWE6	O15399
Q96RM1	Q05209
Q9NX14	Q9UJA3
O94900	Q9NRD9
A4D1P6	P00540
Q8NHG7	Q08378
Q9NUR3	Q96LW4
Q15274	P30281
Q9H2S1	P22748
P83876	Q8N5W8
Q9NUA8	Q96SI1
Q96RK4	Q9BYG8
P0DKX4	Q9H427
Q9P2M4	Q8TAD8
A6H8Y1	Q9H1V8
P32754	P52735
Q8N9R0	P52757
Q03468	Q96AA8
Q9NR56	Q96C12
Q7L3S4	P0C843
O15432	Q9Y3L3
Q8N5H7	Q6UW88
Q8NHM4	P58417
O95057	Q9P0P8
Q9NVR2	Q9UH36
Q6NZY4	Q9H6R0
P49768	Q7RTM1
A8MY62	O75954
O43264	Q8WXH2
Q9UBP0	Q7Z4H8
Q9BYV2	Q8TDX6
Q8NHH1	Q9H4E5
P42226	Q8NEN9
Q6UXD5	Q9NSI5
Q6IAN0	P07202
P18206	Q15878
Q9UHB4	Q9HBU9
Q14591	O00451
A8MVS5	O95450
Q5W0N0	P01609
O60784	Q96F63
P01880	Q902F9
Q496A3	Q6ZWK4
P01814	P01617
Q9NY35	O95424
A8MQ03	Q7Z5K2
Q5SY68	P24278
P62258	Q9H3K2
P07225	Q68CZ6
Q14525	Q9NYV8
O94804	Q9H8Q6
P01779	P52564
O95201	Q96PP8
Q9NRG4	Q9P218
Q15038	Q95365
P27540	Q9UBX3
Q8NGE1	Q9H329
Q96A19	P01601
Q8NET5	Q9Y5G2
P23435	P01579
Q9NRX6	Q0VGE8
Q96JB8	P39019
Q6IQ21	A6NFA1
Q96QF7	O15446
Q06141	P29016
Q01543	Q9UKX7
Q9P2H5	Q15735
O95677	A6NKX4
O95685	O95998
Q6ZTU2	P43359
Q9BXS5	Q9Y2R9
O76015	Q8N8P6
Q9Y217	Q15013
Q9HBK9	Q9UL45
O75787	Q9UQ10
Q8N8L6	Q96FX8
Q96F07	Q8IV38
O75396	P53567
O15169	Q9UHP6
P51168	Q9BYQ0
Q15907	Q96K21
Q9NY27	Q96LX7
P31785	O43513
Q9BZI7	Q92696
Q14738	Q14451
Q14320	Q9NYV7
Q01955	Q9NST1
P14854	O14867
Q8NFS9	Q9NX53
Q9UNH7	Q13263
O00115	Q8NH55
O95936	Q4VC39
Q30KP8	Q9H2U1
P62495	O75578
Q96KX2	Q8N815
Q8N6M9	Q8IV20
P41439	Q9Y264
P15169	Q9BZK8
Q96MM6	Q96IQ9
P08493	A0PJX4
O76011	Q4G0S4
P04437	Q9NUM3
P0CG42	E9PQ53
Q96SB4	Q8N2N9
Q9NRE1	P80511
Q6UWT2	Q9BTA0
Q9H257	Q9H6V9
Q6ZQT0	Q9UKG1
P47883	Q5RHP9
B1AJZ9	Q9H0Y0
P08922	Q9BRJ6
Q8IV04	Q14940
P29144	O75165
P24298	O95159
O75175	A6NHA9
P27469	Q8N365
Q86W67	Q9BZW5
Q6NW29	Q01628
Q8WWA0	Q9H649
Q8NHZ7	Q8NGT1
Q8TDY2	Q8N1A6
Q96BQ1	Q8NGE0
Q8N0Y2	A8K7I4
Q96HH6	Q13635
O15117	Q01449
Q7Z7G1	Q6NVY1
Q5XG92	Q13465
O60481	P01781
O14598	Q8TD17
Q9Y6V7	Q96HQ0
Q9UPQ7	Q86YD3
Q8N907	Q9NYD6
Q8NGJ6	Q02094
Q9P202	P35503
Q8N7G0	Q9BUV0
Q10571	Q6NUN9
P41235	Q6UDR6
P13994	Q13867
Q9Y653	P56279
P08253	Q9H210
Q6NUK1	Q8N987
Q8TBG9	O94973
Q8N8K9	Q9BSN7
Q8TAF8	Q8N9F8
Q6ZSZ6	A8MXV6
O95997	Q7L3S4
Q8IXH8	P23526
Q96N28	Q8NEY8
Q8NAB2	Q13671
P0CH98	P78357
Q9UH17	Q5MJ10
Q9NYI0	A8MV81
Q5H9K5	Q9H4E7
Q96MC9	Q9HDB8
Q9Y576	Q96S37
Q86XT4	P50549
Q6NSI8	Q9BRU9
P18433	Q13610
Q14140	Q8WUT9
Q5SSQ6	Q9Y5B9
O00287	Q8N5C7
Q8TEW8	Q9P2M4
Q8NBE8	Q9NPR2
Q6P093	P11362
P78310	Q96AP4
P11362	P0CZ20
P18089	P21397
P20813	P49683
O00418	Q9H9P5
Q5VT25	Q8NGC2
Q96NR8	Q9H511
O76081	O15554
Q9NYT0	P36507
Q8IVJ8	Q9BQC6
Q6ZVN7	Q9HCM9
P07738	Q8IVF5
P15907	Q8TDM6
P43897	Q2M3A8
Q7Z3T8	Q9BZA5
Q8IVS2	Q9UJT2
Q8NDH3	Q8N4U5
A6NNH0	B4DYI2
P04440	Q7Z402
O43493	O60294
Q8NGP8	Q8N4H0
Q4AC99	Q92575
Q9BT49	A8MUX0
Q9Y3V2	Q8NC24
Q14696	Q13451
P68363	Q6UW78
Q52MB2	Q7Z2T5
Q12913	O60476
Q8N5A5	P09488
P48426	O43506
P21964	O43147
Q96EB6	P49908
O75081	Q96QU8
A8MUP2	Q9Y3I1
O43493	Q7Z4T8
O00237	Q9H0X4
Q9NXJ5	Q6ZN03
Q8TBM8	Q99928
Q6QNY0	Q8NGJ2
P98172	O14745
Q8NEM1	P48736
Q8NI29	A6NFT4
Q8N831	I1YAP6
Q7Z4S6	I1YAP6
Q15436	Q16674
Q6W4X9	P18085
P0DM35	Q6ZST2
Q9H2D1	Q96SJ8
P0DMP2	Q96P63
Q9UBD5	Q9Y2T1
Q6I9Y2	Q9Y2A4
Q13507	Q96PS8
Q8N1Y9	Q6NXN4
Q5SRN2	Q9BV79
Q9UJ83	Q8WWF1
Q96MB7	P04198
P12034	Q96BJ8
Q9H2K2	Q9UQC2
Q9UN86	O95084
Q9UM13	Q9BW27
Q9NZJ4	P78395
P10721	Q8N5J4
Q96N23	Q15915
Q5XKR9	Q9UKK6
Q6NUI2	P52757
Q86WT6	P60022
Q11203	P07602
P20265	Q96F83
A6NM10	Q8IX15
P22626	Q9UIX4
Q5T6J7	Q9NPI7
O76009	Q6ICG6
Q8IWX5	A6NEY8
Q9UQB8	Q07000
P25103	Q2M2I5
Q5TEJ8	Q86SQ9
P01764	Q8N271
Q15436	P51816
Q16670	F8VTS6
P13073	Q92186
Q9H832	O75886
Q9HA58	O75112
P35125	Q6DN14
Q96GM8	Q8WUJ0
Q9UNW9	P59665
P0CG24	Q9H1K0
O75354	Q9NWB7
Q59H18	P62913
Q6ZWJ1	Q96PR1
Q9NQS3	Q96HR9
Q7Z6K4	Q96ER9
Q8IV53	Q8WY36
Q8IY33	Q8N465
Q9GZU2	Q8IXQ6
O60756	P39748
Q5VU13	Q8N3Y7
P16260	Q6XD76
Q8IV08	Q8NBV8
P00738	Q92796
Q0P140	Q6Q759
Q8N8U3	Q9H2K2
P31040	O14559
Q9H8Q6	Q12955
Q9NX78	O95931
Q9Y4D1	P63000
O95843	Q969M1
Q96IW2	P61604
Q8IYR0	Q8IV32
Q9BVL2	O00303
P20963	Q86XF0
Q92974	Q96H72
Q4G0N7	P0DJD9
P0CI00	P11310
Q96HR9	Q9HB71
Q17RP2	P02741
P0CG43	Q9P2M4
Q86UP3	O60266
Q6ZU52	Q9BSJ6
Q8WV28	Q5THR3
Q96H78	P53801
P49770	Q5VSD8
Q13068	Q9H3H1
Q6GTS8	P62861
O00231	P59551
Q96A44	Q6ZSK4
O15303	Q86U86
Q9UPR6	P50221
O43402	Q9H8N7
Q6QHK4	A6NMN3
Q9GIY3	O60927
Q6AW86	A6NNL0
Q9ULP9	P0CI00
Q8NBT2	Q8NGC2
Q4U2R6	P00367
P11309	O43482
Q8NE28	Q6B9Z1
Q9BRK3	P60022
O95619	Q9P0J6
P35503	P20472
Q8WZA2	Q6ZMV5
Q8N9N5	Q13459
Q6X4T0	Q6F5E8
P07902	Q12756
Q8IY26	Q4VC39
Q9H2F9	Q9H0U6
